"","País","Ano","Sexo","Idade","Suicidios","População","Suicidios por 100 mil habitantes","IDH","PIB per capita"
"13390","Japan",1987,"Feminino","75 anos ou mais",1718,3230000,53.19,NA,22137
"13391","Japan",1987,"Masculino","55 à 74 anos",3988,9718000,41.04,NA,22137
"13392","Japan",1987,"Masculino","35 à 54 anos",6688,18218000,36.71,NA,22137
"13393","Japan",1987,"Feminino","55 à 74 anos",2938,11656000,25.21,NA,22137
"13394","Japan",1987,"Masculino","25 à 34 anos",1904,8031000,23.71,NA,22137
"13395","Japan",1987,"Feminino","35 à 54 anos",2496,18301000,13.64,NA,22137
"13396","Japan",1987,"Masculino","15 à 24 anos",1065,9167000,11.62,NA,22137
"13397","Japan",1987,"Feminino","25 à 34 anos",782,7874000,9.93,NA,22137
"13398","Japan",1987,"Feminino","15 à 24 anos",569,8757000,6.5,NA,22137
"13399","Japan",1987,"Masculino","5 à 14 anos",52,8959000,0.58,NA,22137
"13400","Japan",1987,"Feminino","5 à 14 anos",17,8523000,0.2,NA,22137
"13401","Japan",1988,"Masculino","75 anos ou mais",1490,2064000,72.19,NA,26687
"13402","Japan",1988,"Feminino","75 anos ou mais",1865,3398000,54.89,NA,26687
"13403","Japan",1988,"Masculino","55 à 74 anos",3851,10062000,38.27,NA,26687
"13404","Japan",1988,"Masculino","35 à 54 anos",6087,18287000,33.29,NA,26687
"13405","Japan",1988,"Feminino","55 à 74 anos",2853,11962000,23.85,NA,26687
"13406","Japan",1988,"Masculino","25 à 34 anos",1736,7938000,21.87,NA,26687
"13407","Japan",1988,"Feminino","35 à 54 anos",2438,18354000,13.28,NA,26687
"13408","Japan",1988,"Masculino","15 à 24 anos",973,9391000,10.36,NA,26687
"13409","Japan",1988,"Feminino","25 à 34 anos",721,7769000,9.28,NA,26687
"13410","Japan",1988,"Feminino","15 à 24 anos",583,8959000,6.51,NA,26687
"13411","Japan",1988,"Masculino","5 à 14 anos",49,8669000,0.57,NA,26687
"13412","Japan",1988,"Feminino","5 à 14 anos",30,8248000,0.36,NA,26687
"13413","Japan",1989,"Masculino","75 anos ou mais",1463,2153000,67.95,NA,26389
"13414","Japan",1989,"Feminino","75 anos ou mais",1844,3577000,51.55,NA,26389
"13415","Japan",1989,"Masculino","55 à 74 anos",3676,10384000,35.4,NA,26389
"13416","Japan",1989,"Masculino","35 à 54 anos",5161,18310000,28.19,NA,26389
"13417","Japan",1989,"Feminino","55 à 74 anos",2786,12244000,22.75,NA,26389
"13418","Japan",1989,"Masculino","25 à 34 anos",1582,7931000,19.95,NA,26389
"13419","Japan",1989,"Feminino","35 à 54 anos",2306,18362000,12.56,NA,26389
"13420","Japan",1989,"Masculino","15 à 24 anos",928,9573000,9.69,NA,26389
"13421","Japan",1989,"Feminino","25 à 34 anos",725,7749000,9.36,NA,26389
"13422","Japan",1989,"Feminino","15 à 24 anos",479,9119000,5.25,NA,26389
"13423","Japan",1989,"Masculino","5 à 14 anos",36,8384000,0.43,NA,26389
"13424","Japan",1989,"Feminino","5 à 14 anos",27,7980000,0.34,NA,26389
"13425","Japan",1990,"Masculino","75 anos ou mais",1405,2232400,62.94,0.814,26949
"13426","Japan",1990,"Feminino","75 anos ou mais",1814,3736000,48.55,0.814,26949
"13427","Japan",1990,"Masculino","55 à 74 anos",3654,10761800,33.95,0.814,26949
"13428","Japan",1990,"Masculino","35 à 54 anos",4822,18296000,26.36,0.814,26949
"13429","Japan",1990,"Feminino","55 à 74 anos",2607,12588300,20.71,0.814,26949
"13430","Japan",1990,"Masculino","25 à 34 anos",1462,7927600,18.44,0.814,26949
"13431","Japan",1990,"Feminino","35 à 54 anos",2184,18325800,11.92,0.814,26949
"13432","Japan",1990,"Masculino","15 à 24 anos",875,9545600,9.17,0.814,26949
"13433","Japan",1990,"Feminino","25 à 34 anos",698,7761900,8.99,0.814,26949
"13434","Japan",1990,"Feminino","15 à 24 anos",434,9143500,4.75,0.814,26949
"13435","Japan",1990,"Masculino","5 à 14 anos",30,8168200,0.37,0.814,26949
"13436","Japan",1990,"Feminino","5 à 14 anos",17,7764300,0.22,0.814,26949
"13437","Japan",1991,"Masculino","75 anos ou mais",1354,2311000,58.59,NA,30688
"13438","Japan",1991,"Feminino","75 anos ou mais",1687,3912000,43.12,NA,30688
"13439","Japan",1991,"Masculino","55 à 74 anos",3779,11126000,33.97,NA,30688
"13440","Japan",1991,"Masculino","35 à 54 anos",4935,18230000,27.07,NA,30688
"13441","Japan",1991,"Feminino","55 à 74 anos",2561,12912000,19.83,NA,30688
"13442","Japan",1991,"Masculino","25 à 34 anos",1419,7830000,18.12,NA,30688
"13443","Japan",1991,"Feminino","35 à 54 anos",2039,18245000,11.18,NA,30688
"13444","Japan",1991,"Masculino","15 à 24 anos",891,9770000,9.12,NA,30688
"13445","Japan",1991,"Feminino","25 à 34 anos",637,7665000,8.31,NA,30688
"13446","Japan",1991,"Feminino","15 à 24 anos",442,9337000,4.73,NA,30688
"13447","Japan",1991,"Masculino","5 à 14 anos",22,7928000,0.28,NA,30688
"13448","Japan",1991,"Feminino","5 à 14 anos",14,7536000,0.19,NA,30688
"13449","Japan",1992,"Masculino","75 anos ou mais",1423,2375000,59.92,NA,33320
"13450","Japan",1992,"Feminino","75 anos ou mais",1702,4072000,41.8,NA,33320
"13451","Japan",1992,"Masculino","55 à 74 anos",4155,11475000,36.21,NA,33320
"13452","Japan",1992,"Masculino","35 à 54 anos",5269,18135000,29.05,NA,33320
"13453","Japan",1992,"Feminino","55 à 74 anos",2555,13232000,19.31,NA,33320
"13454","Japan",1992,"Masculino","25 à 34 anos",1501,7985000,18.8,NA,33320
"13455","Japan",1992,"Feminino","35 à 54 anos",1998,18131000,11.02,NA,33320
"13456","Japan",1992,"Masculino","15 à 24 anos",996,9743000,10.22,NA,33320
"13457","Japan",1992,"Feminino","25 à 34 anos",633,7810000,8.1,NA,33320
"13458","Japan",1992,"Feminino","15 à 24 anos",440,9292000,4.74,NA,33320
"13459","Japan",1992,"Masculino","5 à 14 anos",52,7720000,0.67,NA,33320
"13460","Japan",1992,"Feminino","5 à 14 anos",32,7341000,0.44,NA,33320
"13461","Japan",1993,"Masculino","75 anos ou mais",1258,2430000,51.77,NA,37832
"13462","Japan",1993,"Feminino","75 anos ou mais",1566,4227000,37.05,NA,37832
"13463","Japan",1993,"Masculino","55 à 74 anos",4185,11787000,35.51,NA,37832
"13464","Japan",1993,"Masculino","35 à 54 anos",5472,18083000,30.26,NA,37832
"13465","Japan",1993,"Masculino","25 à 34 anos",1473,8120000,18.14,NA,37832
"13466","Japan",1993,"Feminino","55 à 74 anos",2418,13512000,17.9,NA,37832
"13467","Japan",1993,"Feminino","35 à 54 anos",1955,18064000,10.82,NA,37832
"13468","Japan",1993,"Masculino","15 à 24 anos",974,9691000,10.05,NA,37832
"13469","Japan",1993,"Feminino","25 à 34 anos",598,7933000,7.54,NA,37832
"13470","Japan",1993,"Feminino","15 à 24 anos",404,9233000,4.38,NA,37832
"13471","Japan",1993,"Masculino","5 à 14 anos",32,7513000,0.43,NA,37832
"13472","Japan",1993,"Feminino","5 à 14 anos",18,7142000,0.25,NA,37832
"13473","Japan",1994,"Masculino","75 anos ou mais",1364,2476000,55.09,NA,41563
"13474","Japan",1994,"Masculino","55 à 74 anos",4256,12046000,35.33,NA,41563
"13475","Japan",1994,"Feminino","75 anos ou mais",1538,4368000,35.21,NA,41563
"13476","Japan",1994,"Masculino","35 à 54 anos",5439,18084000,30.08,NA,41563
"13477","Japan",1994,"Masculino","25 à 34 anos",1631,8250000,19.77,NA,41563
"13478","Japan",1994,"Feminino","55 à 74 anos",2314,13742000,16.84,NA,41563
"13479","Japan",1994,"Masculino","15 à 24 anos",1147,9582000,11.97,NA,41563
"13480","Japan",1994,"Feminino","35 à 54 anos",1846,18077000,10.21,NA,41563
"13481","Japan",1994,"Feminino","25 à 34 anos",670,8050000,8.32,NA,41563
"13482","Japan",1994,"Feminino","15 à 24 anos",463,9111000,5.08,NA,41563
"13483","Japan",1994,"Masculino","5 à 14 anos",55,7318000,0.75,NA,41563
"13484","Japan",1994,"Feminino","5 à 14 anos",21,6960000,0.3,NA,41563
"13485","Japan",1995,"Masculino","75 anos ou mais",1358,2553900,53.17,0.838,46043
"13486","Japan",1995,"Masculino","55 à 74 anos",4429,12402300,35.71,0.838,46043
"13487","Japan",1995,"Feminino","75 anos ou mais",1582,4592800,34.45,0.838,46043
"13488","Japan",1995,"Masculino","35 à 54 anos",5507,18054500,30.5,0.838,46043
"13489","Japan",1995,"Masculino","25 à 34 anos",1692,8404400,20.13,0.838,46043
"13490","Japan",1995,"Feminino","55 à 74 anos",2426,14003800,17.32,0.838,46043
"13491","Japan",1995,"Masculino","15 à 24 anos",1050,9332000,11.25,0.838,46043
"13492","Japan",1995,"Feminino","35 à 54 anos",1984,17984000,11.03,0.838,46043
"13493","Japan",1995,"Feminino","25 à 34 anos",667,8178700,8.16,0.838,46043
"13494","Japan",1995,"Feminino","15 à 24 anos",488,8925300,5.47,0.838,46043
"13495","Japan",1995,"Masculino","5 à 14 anos",43,7125500,0.6,0.838,46043
"13496","Japan",1995,"Feminino","5 à 14 anos",23,6792300,0.34,0.838,46043
"13497","Japan",1996,"Masculino","75 anos ou mais",1339,2633000,50.85,NA,40693
"13498","Japan",1996,"Masculino","55 à 74 anos",4870,12820000,37.99,NA,40693
"13499","Japan",1996,"Feminino","75 anos ou mais",1614,4812000,33.54,NA,40693
"13500","Japan",1996,"Masculino","35 à 54 anos",5725,17896000,31.99,NA,40693
"13501","Japan",1996,"Masculino","25 à 34 anos",1690,8610000,19.63,NA,40693
"13502","Japan",1996,"Feminino","55 à 74 anos",2513,14347000,17.52,NA,40693
"13503","Japan",1996,"Masculino","15 à 24 anos",1036,9147000,11.33,NA,40693
"13504","Japan",1996,"Feminino","35 à 54 anos",1944,17810000,10.92,NA,40693
"13505","Japan",1996,"Feminino","25 à 34 anos",698,8370000,8.34,NA,40693
"13506","Japan",1996,"Feminino","15 à 24 anos",474,8725000,5.43,NA,40693
"13507","Japan",1996,"Masculino","5 à 14 anos",41,6972000,0.59,NA,40693
"13508","Japan",1996,"Feminino","5 à 14 anos",23,6643000,0.35,NA,40693
"13509","Japan",1997,"Masculino","75 anos ou mais",1429,2717000,52.59,NA,37080
"13510","Japan",1997,"Masculino","55 à 74 anos",5435,13212000,41.14,NA,37080
"13511","Japan",1997,"Masculino","35 à 54 anos",5984,17698000,33.81,NA,37080
"13512","Japan",1997,"Feminino","75 anos ou mais",1674,5041000,33.21,NA,37080
"13513","Japan",1997,"Masculino","25 à 34 anos",1813,8830000,20.53,NA,37080
"13514","Japan",1997,"Feminino","55 à 74 anos",2570,14670000,17.52,NA,37080
"13515","Japan",1997,"Feminino","35 à 54 anos",2045,17605000,11.62,NA,37080
"13516","Japan",1997,"Masculino","15 à 24 anos",1011,8911000,11.35,NA,37080
"13517","Japan",1997,"Feminino","25 à 34 anos",798,8575000,9.31,NA,37080
"13518","Japan",1997,"Feminino","15 à 24 anos",468,8489000,5.51,NA,37080
"13519","Japan",1997,"Masculino","5 à 14 anos",34,6818000,0.5,NA,37080
"13520","Japan",1997,"Feminino","5 à 14 anos",19,6494000,0.29,NA,37080
"13521","Japan",1998,"Masculino","75 anos ou mais",1732,2823000,61.35,NA,33791
"13522","Japan",1998,"Masculino","55 à 74 anos",7981,13546000,58.92,NA,33791
"13523","Japan",1998,"Masculino","35 à 54 anos",8384,17557000,47.75,NA,33791
"13524","Japan",1998,"Feminino","75 anos ou mais",2013,5285000,38.09,NA,33791
"13525","Japan",1998,"Masculino","25 à 34 anos",2462,9051000,27.2,NA,33791
"13526","Japan",1998,"Feminino","55 à 74 anos",3292,14950000,22.02,NA,33791
"13527","Japan",1998,"Masculino","15 à 24 anos",1453,8649000,16.8,NA,33791
"13528","Japan",1998,"Feminino","35 à 54 anos",2385,17467000,13.65,NA,33791
"13529","Japan",1998,"Feminino","25 à 34 anos",1050,8787000,11.95,NA,33791
"13530","Japan",1998,"Feminino","15 à 24 anos",612,8231000,7.44,NA,33791
"13531","Japan",1998,"Masculino","5 à 14 anos",66,6655000,0.99,NA,33791
"13532","Japan",1998,"Feminino","5 à 14 anos",28,6337000,0.44,NA,33791
"13533","Japan",1999,"Masculino","75 anos ou mais",1794,2954000,60.73,NA,38164
"13534","Japan",1999,"Masculino","55 à 74 anos",7971,13851000,57.55,NA,38164
"13535","Japan",1999,"Masculino","35 à 54 anos",8340,17403000,47.92,NA,38164
"13536","Japan",1999,"Feminino","75 anos ou mais",1881,5516000,34.1,NA,38164
"13537","Japan",1999,"Masculino","25 à 34 anos",2595,9242000,28.08,NA,38164
"13538","Japan",1999,"Feminino","55 à 74 anos",3146,15244000,20.64,NA,38164
"13539","Japan",1999,"Masculino","15 à 24 anos",1385,8383000,16.52,NA,38164
"13540","Japan",1999,"Feminino","35 à 54 anos",2313,17316000,13.36,NA,38164
"13541","Japan",1999,"Feminino","25 à 34 anos",1036,8959000,11.56,NA,38164
"13542","Japan",1999,"Feminino","15 à 24 anos",581,7974000,7.29,NA,38164
"13543","Japan",1999,"Masculino","5 à 14 anos",44,6505000,0.68,NA,38164
"13544","Japan",1999,"Feminino","5 à 14 anos",29,6193000,0.47,NA,38164
"13545","Japan",2000,"Masculino","55 à 74 anos",7988,14034032,56.92,0.857,40813
"13546","Japan",2000,"Masculino","75 anos ou mais",1619,3187143,50.8,0.857,40813
"13547","Japan",2000,"Masculino","35 à 54 anos",8023,17540437,45.74,0.857,40813
"13548","Japan",2000,"Feminino","75 anos ou mais",1796,5792695,31,0.857,40813
"13549","Japan",2000,"Masculino","25 à 34 anos",2454,9260089,26.5,0.857,40813
"13550","Japan",2000,"Feminino","55 à 74 anos",3032,15357610,19.74,0.857,40813
"13551","Japan",2000,"Masculino","15 à 24 anos",1273,8063415,15.79,0.857,40813
"13552","Japan",2000,"Feminino","35 à 54 anos",2172,17380248,12.5,0.857,40813
"13553","Japan",2000,"Feminino","25 à 34 anos",1027,8975013,11.44,0.857,40813
"13554","Japan",2000,"Feminino","15 à 24 anos",531,7669997,6.92,0.857,40813
"13555","Japan",2000,"Masculino","5 à 14 anos",58,6401260,0.91,0.857,40813
"13556","Japan",2000,"Feminino","5 à 14 anos",16,6090721,0.26,0.857,40813
"13557","Japan",2001,"Masculino","55 à 74 anos",7690,14064000,54.68,NA,35843
"13558","Japan",2001,"Masculino","75 anos ou mais",1692,3404000,49.71,NA,35843
"13559","Japan",2001,"Masculino","35 à 54 anos",7913,17516000,45.18,NA,35843
"13560","Japan",2001,"Feminino","75 anos ou mais",1689,6095000,27.71,NA,35843
"13561","Japan",2001,"Masculino","25 à 34 anos",2388,9466000,25.23,NA,35843
"13562","Japan",2001,"Feminino","55 à 74 anos",2870,15379000,18.66,NA,35843
"13563","Japan",2001,"Masculino","15 à 24 anos",1146,7856000,14.59,NA,35843
"13564","Japan",2001,"Feminino","35 à 54 anos",2148,17363000,12.37,NA,35843
"13565","Japan",2001,"Feminino","25 à 34 anos",1013,9178000,11.04,NA,35843
"13566","Japan",2001,"Feminino","15 à 24 anos",522,7460000,7,NA,35843
"13567","Japan",2001,"Masculino","5 à 14 anos",39,6295000,0.62,NA,35843
"13568","Japan",2001,"Feminino","5 à 14 anos",22,5990000,0.37,NA,35843
"13569","Japan",2002,"Masculino","55 à 74 anos",7956,14446000,55.07,NA,34239
"13570","Japan",2002,"Masculino","35 à 54 anos",8202,17249000,47.55,NA,34239
"13571","Japan",2002,"Masculino","75 anos ou mais",1709,3621000,47.2,NA,34239
"13572","Japan",2002,"Feminino","75 anos ou mais",1664,6387000,26.05,NA,34239
"13573","Japan",2002,"Masculino","25 à 34 anos",2444,9406000,25.98,NA,34239
"13574","Japan",2002,"Feminino","55 à 74 anos",2919,15754000,18.53,NA,34239
"13575","Japan",2002,"Masculino","15 à 24 anos",1131,7671000,14.74,NA,34239
"13576","Japan",2002,"Feminino","35 à 54 anos",2187,17125000,12.77,NA,34239
"13577","Japan",2002,"Feminino","25 à 34 anos",1005,9124000,11.01,NA,34239
"13578","Japan",2002,"Feminino","15 à 24 anos",461,7274000,6.34,NA,34239
"13579","Japan",2002,"Masculino","5 à 14 anos",25,6215000,0.4,NA,34239
"13580","Japan",2002,"Feminino","5 à 14 anos",12,5917000,0.2,NA,34239
"13581","Japan",2003,"Masculino","55 à 74 anos",8409,14889000,56.48,NA,36926
"13582","Japan",2003,"Masculino","35 à 54 anos",8948,16966000,52.74,NA,36926
"13583","Japan",2003,"Masculino","75 anos ou mais",1733,3835000,45.19,NA,36926
"13584","Japan",2003,"Masculino","25 à 34 anos",2910,9349000,31.13,NA,36926
"13585","Japan",2003,"Feminino","75 anos ou mais",1643,6676000,24.61,NA,36926
"13586","Japan",2003,"Feminino","55 à 74 anos",3100,16200000,19.14,NA,36926
"13587","Japan",2003,"Masculino","15 à 24 anos",1158,7483000,15.48,NA,36926
"13588","Japan",2003,"Feminino","35 à 54 anos",2227,16840000,13.22,NA,36926
"13589","Japan",2003,"Feminino","25 à 34 anos",1132,9059000,12.5,NA,36926
"13590","Japan",2003,"Feminino","15 à 24 anos",556,7089000,7.84,NA,36926
"13591","Japan",2003,"Feminino","5 à 14 anos",33,5858000,0.56,NA,36926
"13592","Japan",2003,"Masculino","5 à 14 anos",32,6151000,0.52,NA,36926
"13593","Japan",2004,"Masculino","55 à 74 anos",7895,15316000,51.55,NA,39960
"13594","Japan",2004,"Masculino","35 à 54 anos",8056,16685000,48.28,NA,39960
"13595","Japan",2004,"Masculino","75 anos ou mais",1876,4056000,46.25,NA,39960
"13596","Japan",2004,"Masculino","25 à 34 anos",2677,9241000,28.97,NA,39960
"13597","Japan",2004,"Feminino","75 anos ou mais",1595,6977000,22.86,NA,39960
"13598","Japan",2004,"Feminino","55 à 74 anos",2941,16631000,17.68,NA,39960
"13599","Japan",2004,"Masculino","15 à 24 anos",1233,7289000,16.92,NA,39960
"13600","Japan",2004,"Feminino","35 à 54 anos",2045,16564000,12.35,NA,39960
"13601","Japan",2004,"Feminino","25 à 34 anos",1088,8932000,12.18,NA,39960
"13602","Japan",2004,"Feminino","15 à 24 anos",579,6905000,8.39,NA,39960
"13603","Japan",2004,"Masculino","5 à 14 anos",27,6097000,0.44,NA,39960
"13604","Japan",2004,"Feminino","5 à 14 anos",22,5807000,0.38,NA,39960
"13605","Japan",2005,"Masculino","55 à 74 anos",8005,15797130,50.67,0.874,39412
"13606","Japan",2005,"Masculino","35 à 54 anos",8073,16566953,48.73,0.874,39412
"13607","Japan",2005,"Masculino","75 anos ou mais",1858,4288706,43.32,0.874,39412
"13608","Japan",2005,"Masculino","25 à 34 anos",2862,8984855,31.85,0.874,39412
"13609","Japan",2005,"Feminino","75 anos ou mais",1600,7307828,21.89,0.874,39412
"13610","Japan",2005,"Masculino","15 à 24 anos",1243,7043709,17.65,0.874,39412
"13611","Japan",2005,"Feminino","55 à 74 anos",2786,17011318,16.38,0.874,39412
"13612","Japan",2005,"Feminino","25 à 34 anos",1140,8705334,13.1,0.874,39412
"13613","Japan",2005,"Feminino","35 à 54 anos",2114,16388567,12.9,0.874,39412
"13614","Japan",2005,"Feminino","15 à 24 anos",643,6672938,9.64,0.874,39412
"13615","Japan",2005,"Masculino","5 à 14 anos",29,6095375,0.48,0.874,39412
"13616","Japan",2005,"Feminino","5 à 14 anos",16,5794794,0.28,0.874,39412
"13617","Japan",2006,"Masculino","55 à 74 anos",7921,16002000,49.5,NA,37534
"13618","Japan",2006,"Masculino","35 à 54 anos",7436,16519000,45.01,NA,37534
"13619","Japan",2006,"Masculino","75 anos ou mais",1945,4512000,43.11,NA,37534
"13620","Japan",2006,"Masculino","25 à 34 anos",2667,8758000,30.45,NA,37534
"13621","Japan",2006,"Feminino","75 anos ou mais",1639,7608000,21.54,NA,37534
"13622","Japan",2006,"Masculino","15 à 24 anos",1257,6916000,18.18,NA,37534
"13623","Japan",2006,"Feminino","55 à 74 anos",2866,17213000,16.65,NA,37534
"13624","Japan",2006,"Feminino","35 à 54 anos",2193,16320000,13.44,NA,37534
"13625","Japan",2006,"Feminino","25 à 34 anos",1133,8473000,13.37,NA,37534
"13626","Japan",2006,"Feminino","15 à 24 anos",635,6548000,9.7,NA,37534
"13627","Japan",2006,"Masculino","5 à 14 anos",57,6066000,0.94,NA,37534
"13628","Japan",2006,"Feminino","5 à 14 anos",20,5767000,0.35,NA,37534
"13629","Japan",2007,"Masculino","55 à 74 anos",8184,16130000,50.74,NA,37408
"13630","Japan",2007,"Masculino","75 anos ou mais",2205,4744000,46.48,NA,37408
"13631","Japan",2007,"Masculino","35 à 54 anos",7599,16557000,45.9,NA,37408
"13632","Japan",2007,"Masculino","25 à 34 anos",2596,8501000,30.54,NA,37408
"13633","Japan",2007,"Feminino","75 anos ou mais",1691,7913000,21.37,NA,37408
"13634","Japan",2007,"Masculino","15 à 24 anos",1252,6795000,18.43,NA,37408
"13635","Japan",2007,"Feminino","55 à 74 anos",3108,17338000,17.93,NA,37408
"13636","Japan",2007,"Feminino","35 à 54 anos",2303,16325000,14.11,NA,37408
"13637","Japan",2007,"Feminino","25 à 34 anos",1084,8212000,13.2,NA,37408
"13638","Japan",2007,"Feminino","15 à 24 anos",596,6430000,9.27,NA,37408
"13639","Japan",2007,"Masculino","5 à 14 anos",31,6027000,0.51,NA,37408
"13640","Japan",2007,"Feminino","5 à 14 anos",16,5732000,0.28,NA,37408
"13641","Japan",2008,"Masculino","55 à 74 anos",7894,16197000,48.74,NA,41773
"13642","Japan",2008,"Masculino","35 à 54 anos",7344,16657000,44.09,NA,41773
"13643","Japan",2008,"Masculino","75 anos ou mais",2132,4965000,42.94,NA,41773
"13644","Japan",2008,"Masculino","25 à 34 anos",2651,8234000,32.2,NA,41773
"13645","Japan",2008,"Feminino","75 anos ou mais",1673,8207000,20.39,NA,41773
"13646","Japan",2008,"Masculino","15 à 24 anos",1343,6650000,20.2,NA,41773
"13647","Japan",2008,"Feminino","55 à 74 anos",2885,17395000,16.59,NA,41773
"13648","Japan",2008,"Feminino","25 à 34 anos",1203,7933000,15.16,NA,41773
"13649","Japan",2008,"Feminino","35 à 54 anos",2237,16400000,13.64,NA,41773
"13650","Japan",2008,"Feminino","15 à 24 anos",652,6293000,10.36,NA,41773
"13651","Japan",2008,"Masculino","5 à 14 anos",41,5982000,0.69,NA,41773
"13652","Japan",2008,"Feminino","5 à 14 anos",18,5689000,0.32,NA,41773
"13653","Japan",2009,"Masculino","55 à 74 anos",7983,16224000,49.2,NA,43415
"13654","Japan",2009,"Masculino","35 à 54 anos",7799,16796000,46.43,NA,43415
"13655","Japan",2009,"Masculino","75 anos ou mais",2216,5174000,42.83,NA,43415
"13656","Japan",2009,"Masculino","25 à 34 anos",2657,7987000,33.27,NA,43415
"13657","Japan",2009,"Masculino","15 à 24 anos",1326,6514000,20.36,NA,43415
"13658","Japan",2009,"Feminino","75 anos ou mais",1649,8488000,19.43,NA,43415
"13659","Japan",2009,"Feminino","55 à 74 anos",2820,17413000,16.19,NA,43415
"13660","Japan",2009,"Feminino","25 à 34 anos",1085,7679000,14.13,NA,43415
"13661","Japan",2009,"Feminino","35 à 54 anos",2328,16517000,14.09,NA,43415
"13662","Japan",2009,"Feminino","15 à 24 anos",605,6163000,9.82,NA,43415
"13663","Japan",2009,"Masculino","5 à 14 anos",34,5914000,0.57,NA,43415
"13664","Japan",2009,"Feminino","5 à 14 anos",21,5627000,0.37,NA,43415
"13665","Japan",2010,"Masculino","55 à 74 anos",7466,16402437,45.52,0.884,47059
"13666","Japan",2010,"Masculino","35 à 54 anos",7351,17131261,42.91,0.884,47059
"13667","Japan",2010,"Masculino","75 anos ou mais",2188,5345432,40.93,0.884,47059
"13668","Japan",2010,"Masculino","25 à 34 anos",2543,7822984,32.51,0.884,47059
"13669","Japan",2010,"Masculino","15 à 24 anos",1315,6324856,20.79,0.884,47059
"13670","Japan",2010,"Feminino","75 anos ou mais",1686,8804107,19.15,0.884,47059
"13671","Japan",2010,"Feminino","55 à 74 anos",2879,17525806,16.43,0.884,47059
"13672","Japan",2010,"Feminino","35 à 54 anos",2404,16781836,14.33,0.884,47059
"13673","Japan",2010,"Feminino","25 à 34 anos",1008,7545642,13.36,0.884,47059
"13674","Japan",2010,"Feminino","15 à 24 anos",508,6008624,8.45,0.884,47059
"13675","Japan",2010,"Masculino","5 à 14 anos",42,5855595,0.72,0.884,47059
"13676","Japan",2010,"Feminino","5 à 14 anos",21,5578687,0.38,0.884,47059
"13677","Japan",2011,"Masculino","55 à 74 anos",6858,16343000,41.96,0.886,50919
"13678","Japan",2011,"Masculino","35 à 54 anos",6975,17224000,40.5,0.886,50919
"13679","Japan",2011,"Masculino","75 anos ou mais",2188,5570000,39.28,0.886,50919
"13680","Japan",2011,"Masculino","25 à 34 anos",2404,7588000,31.68,0.886,50919
"13681","Japan",2011,"Masculino","15 à 24 anos",1304,6246000,20.88,0.886,50919
"13682","Japan",2011,"Feminino","75 anos ou mais",1754,9092000,19.29,0.886,50919
"13683","Japan",2011,"Feminino","55 à 74 anos",2883,17447000,16.52,0.886,50919
"13684","Japan",2011,"Feminino","35 à 54 anos",2598,16861000,15.41,0.886,50919
"13685","Japan",2011,"Feminino","25 à 34 anos",1112,7314000,15.2,0.886,50919
"13686","Japan",2011,"Feminino","15 à 24 anos",616,5931000,10.39,0.886,50919
"13687","Japan",2011,"Masculino","5 à 14 anos",52,5792000,0.9,0.886,50919
"13688","Japan",2011,"Feminino","5 à 14 anos",22,5519000,0.4,0.886,50919
"13689","Japan",2012,"Masculino","75 anos ou mais",2262,5783000,39.11,0.888,51379
"13690","Japan",2012,"Masculino","55 à 74 anos",6134,16254000,37.74,0.888,51379
"13691","Japan",2012,"Masculino","35 à 54 anos",6413,17318000,37.03,0.888,51379
"13692","Japan",2012,"Masculino","25 à 34 anos",2244,7384000,30.39,0.888,51379
"13693","Japan",2012,"Masculino","15 à 24 anos",1294,6185000,20.92,0.888,51379
"13694","Japan",2012,"Feminino","75 anos ou mais",1612,9362000,17.22,0.888,51379
"13695","Japan",2012,"Feminino","55 à 74 anos",2636,17342000,15.2,0.888,51379
"13696","Japan",2012,"Feminino","35 à 54 anos",2242,16937000,13.24,0.888,51379
"13697","Japan",2012,"Feminino","25 à 34 anos",931,7110000,13.09,0.888,51379
"13698","Japan",2012,"Feminino","15 à 24 anos",495,5873000,8.43,0.888,51379
"13699","Japan",2012,"Masculino","5 à 14 anos",55,5729000,0.96,0.888,51379
"13700","Japan",2012,"Feminino","5 à 14 anos",20,5458000,0.37,0.888,51379
"13701","Japan",2013,"Masculino","75 anos ou mais",2362,5964000,39.6,0.89,42781
"13702","Japan",2013,"Masculino","35 à 54 anos",6333,17367000,36.47,0.89,42781
"13703","Japan",2013,"Masculino","55 à 74 anos",5908,16202000,36.46,0.89,42781
"13704","Japan",2013,"Masculino","25 à 34 anos",2178,7186000,30.31,0.89,42781
"13705","Japan",2013,"Masculino","15 à 24 anos",1242,6143000,20.22,0.89,42781
"13706","Japan",2013,"Feminino","75 anos ou mais",1713,9588000,17.87,0.89,42781
"13707","Japan",2013,"Feminino","55 à 74 anos",2604,17279000,15.07,0.89,42781
"13708","Japan",2013,"Feminino","35 à 54 anos",2242,16974000,13.21,0.89,42781
"13709","Japan",2013,"Feminino","25 à 34 anos",850,6913000,12.3,0.89,42781
"13710","Japan",2013,"Feminino","15 à 24 anos",467,5834000,8,0.89,42781
"13711","Japan",2013,"Masculino","5 à 14 anos",58,5666000,1.02,0.89,42781
"13712","Japan",2013,"Feminino","5 à 14 anos",34,5398000,0.63,0.89,42781
"13713","Japan",2014,"Masculino","75 anos ou mais",2254,6104000,36.93,0.891,40328
